MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Lot Config,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Exterior 1st,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplace Qu,Garage Finish,Garage Cars,Garage Area,Garage Qual,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Sale Type,Sale Condition,SalePrice
120,RL,36,3640,IR1,CulDSac,Twnhs,1Story,8,5,1980,Gable,Wd Sdng,0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,860,Unf,0,176,1036,TA,Y,1036,0,0,1036,1,0,1,0,1,1,Gd,4,Typ,TA,Fin,2,484,TA,Y,133,108,0,0,0,0,NA,WD ,Normal,188000
120,RL,40,3874,IR1,Inside,TwnhsE,1Story,8,5,1980,Gable,Wd Sdng,0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,807,Unf,0,419,1226,TA,Y,1226,0,0,1226,1,0,1,0,1,1,Gd,4,Typ,Fa,Fin,2,484,TA,Y,133,78,0,0,0,0,NA,WD ,Normal,190000
120,RL,40,3876,IR1,Inside,Twnhs,1Story,8,5,1978,Gable,Wd Sdng,0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,652,Rec,526,48,1226,TA,Y,1226,0,0,1226,1,0,1,0,1,1,Gd,4,Typ,TA,Fin,2,484,TA,Y,133,60,0,0,0,0,NA,WD ,Normal,170000
20,RL,68,50271,IR1,Inside,1Fam,1Story,9,5,1981,Gable,WdShing,0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810,Unf,0,32,1842,Gd,Y,1842,0,0,1842,2,0,0,1,0,1,Gd,5,Typ,Gd,Fin,3,894,TA,Y,857,72,0,0,0,0,NA,WD ,Normal,385000
190,RL,79,13110,IR1,Corner,2fmCon,1Story,5,6,1972,Gable,Plywood,144,TA,TA,CBlock,Gd,TA,No,GLQ,962,Unf,0,191,1153,Ex,Y,1193,0,0,1193,1,0,2,0,2,1,TA,6,Typ,NA,Fin,2,501,TA,Y,140,153,0,0,0,0,MnPrv,WD ,Normal,146500
80,RL,102,10192,IR1,Inside,1Fam,SLvl,7,6,1968,Gable,MetalSd,143,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,570,570,Gd,Y,1222,698,0,1920,0,0,3,0,4,1,Gd,8,Typ,TA,RFn,2,487,TA,Y,0,98,0,0,0,0,GdPrv,WD ,Normal,170000
20,RL,0,20781,IR2,CulDSac,1Fam,1Story,7,7,1968,Hip,BrkFace,0,TA,TA,CBlock,TA,TA,No,BLQ,297,Rec,68,1203,1568,TA,Y,2156,0,0,2156,0,0,2,0,3,1,TA,9,Typ,Gd,RFn,2,508,Gd,Y,0,80,0,290,0,0,NA,WD ,Normal,262500
60,RL,90,11700,Reg,Corner,1Fam,2Story,6,6,1968,Gable,HdBoard,420,TA,TA,CBlock,TA,TA,No,ALQ,404,Unf,0,304,708,Gd,Y,708,708,0,1416,0,0,2,1,3,1,TA,7,Typ,TA,RFn,2,776,TA,Y,0,169,0,0,119,0,NA,WD ,Normal,179900
60,RL,0,11029,IR1,Corner,1Fam,2Story,6,7,1968,Gable,HdBoard,220,TA,TA,CBlock,TA,TA,Mn,BLQ,619,Unf,0,435,1054,TA,Y,1512,1142,0,2654,1,0,2,1,4,1,Gd,9,Typ,Gd,Unf,2,619,TA,Y,0,65,0,0,222,0,NA,WD ,Normal,250000
60,RL,80,10400,Reg,Inside,1Fam,2Story,6,5,1972,Gable,VinylSd,288,TA,TA,CBlock,TA,TA,No,Rec,247,Unf,0,485,732,Gd,Y,1012,778,0,1790,1,0,1,2,4,1,TA,8,Min2,TA,RFn,2,484,TA,Y,148,0,0,0,147,0,NA,WD ,Normal,165150
20,RL,78,10140,Reg,Inside,1Fam,1Story,7,6,1967,Hip,HdBoard,264,TA,TA,CBlock,TA,TA,No,BLQ,553,LwQ,68,713,1334,Gd,Y,1334,0,0,1334,1,0,2,0,3,1,TA,7,Typ,NA,RFn,2,477,TA,Y,0,20,35,0,264,0,NA,WD ,Normal,164500
20,RL,80,9600,Reg,Inside,1Fam,1Story,7,5,1969,Hip,HdBoard,168,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1164,1164,TA,Y,1164,0,0,1164,0,0,1,1,3,1,TA,6,Typ,NA,Unf,2,528,TA,Y,0,0,0,0,0,0,NA,COD,Normal,140000
80,RL,75,9750,Reg,Inside,1Fam,SLvl,5,5,1967,Gable,VinylSd,0,TA,TA,PConc,TA,TA,Av,ALQ,400,Rec,480,100,980,Gd,Y,980,0,0,980,0,0,2,0,3,1,TA,6,Typ,NA,Fin,1,384,TA,Y,68,0,0,0,0,0,NA,WD ,Normal,135500
20,RL,80,9600,Reg,Corner,1Fam,1Story,5,5,1968,Gable,MetalSd,0,TA,TA,CBlock,TA,TA,No,ALQ,758,Unf,0,293,1051,Gd,Y,1051,0,0,1051,1,0,1,0,3,1,TA,6,Typ,NA,RFn,2,504,TA,Y,0,0,0,0,0,0,NA,WD ,Normal,142000
60,RL,72,8640,Reg,Inside,1Fam,2Story,5,5,1968,Gable,HdBoard,300,TA,TA,CBlock,Gd,Fa,Mn,ALQ,361,Rec,483,56,900,Ex,Y,884,886,0,1770,1,0,1,1,4,1,TA,7,Typ,NA,RFn,2,530,TA,Y,0,60,0,0,270,0,NA,WD ,Normal,155000
20,RL,78,9360,Reg,Inside,1Fam,1Story,6,7,1968,Hip,HdBoard,203,TA,TA,CBlock,TA,TA,Av,ALQ,760,Unf,0,216,976,TA,Y,976,0,0,976,1,0,1,0,2,1,Gd,4,Typ,Fa,RFn,2,504,TA,Y,94,0,0,0,0,0,NA,WD ,Abnorml,157500
20,RL,70,8400,Reg,Inside,1Fam,1Story,5,5,1968,Hip,HdBoard,168,TA,TA,CBlock,TA,TA,Av,BLQ,1016,Unf,0,36,1052,Gd,Y,1052,0,0,1052,1,0,1,1,3,1,TA,5,Typ,NA,RFn,1,288,TA,Y,356,0,0,0,0,0,GdWo,WD ,Normal,138500
85,RL,70,8400,Reg,Inside,1Fam,SFoyer,5,6,1968,Gable,HdBoard,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,744,Unf,0,89,833,Gd,Y,898,0,0,898,1,0,1,0,3,1,TA,6,Typ,NA,RFn,1,326,TA,Y,143,0,0,0,0,0,NA,WD ,Normal,140000
20,RL,0,9759,IR1,Inside,1Fam,1Story,5,5,1966,Gable,Plywood,0,TA,TA,CBlock,TA,TA,No,BLQ,799,Unf,0,252,1051,TA,Y,1051,0,0,1051,1,0,1,0,3,1,TA,6,Typ,NA,RFn,1,264,TA,Y,182,88,0,0,0,0,NA,WD ,Normal,124400
80,RL,80,9600,Reg,Inside,1Fam,SLvl,5,7,1967,Gable,MetalSd,140,TA,TA,PConc,TA,TA,Av,ALQ,602,Rec,402,137,1141,Gd,Y,1141,0,0,1141,1,0,1,0,3,1,TA,6,Typ,NA,Unf,1,568,TA,Y,0,78,0,0,0,0,NA,WD ,Normal,158000
20,RL,71,9230,Reg,Corner,1Fam,1Story,5,8,1965,Hip,MetalSd,166,TA,TA,CBlock,TA,TA,Mn,GLQ,661,Unf,0,203,864,Gd,Y,1200,0,0,1200,1,0,1,1,1,1,Gd,6,Typ,NA,Unf,2,884,TA,Y,0,64,0,0,0,0,MnPrv,WD ,Normal,146000
60,RL,0,14803,IR1,CulDSac,1Fam,2Story,6,5,1971,Gable,HdBoard,252,TA,TA,CBlock,TA,TA,No,Rec,416,Unf,0,409,825,Gd,Y,1097,896,0,1993,0,0,2,1,4,1,TA,8,Typ,Gd,RFn,2,495,TA,Y,0,66,0,0,0,0,GdWo,WD ,Normal,190000
20,RL,0,10659,IR1,Inside,1Fam,1Story,5,6,1961,Hip,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,Rec,915,Unf,0,135,1050,TA,Y,1050,0,0,1050,1,0,1,0,3,1,TA,6,Typ,NA,Unf,1,368,TA,Y,0,319,0,0,0,0,NA,COD,Normal,136500
20,RL,70,9100,Reg,Corner,1Fam,1Story,5,5,1958,Gable,VinylSd,0,TA,TA,CBlock,TA,TA,No,BLQ,521,LwQ,174,169,864,TA,Y,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,NA,Unf,2,624,TA,Y,0,0,0,0,0,0,NA,WD ,Normal,129900
90,RL,70,8393,Reg,Corner,Duplex,1Story,5,5,1959,Gable,MetalSd,122,TA,TA,CBlock,TA,TA,No,LwQ,528,Unf,0,1098,1626,Ex,Y,1712,0,0,1712,0,0,2,0,4,2,TA,8,Typ,NA,Fin,2,588,TA,Y,272,54,0,0,0,0,NA,WD ,Family,145000
190,RL,80,8800,Reg,Inside,2fmCon,1Story,6,7,1965,Hip,BrkFace,0,TA,Gd,PConc,TA,TA,Mn,ALQ,901,BLQ,252,34,1187,Ex,Y,1565,0,0,1565,1,0,2,0,3,1,Gd,7,Min1,TA,RFn,1,299,TA,Y,200,25,211,0,0,0,MnPrv,WD ,Abnorml,185900
20,RL,80,8800,Reg,Inside,1Fam,1Story,6,6,1964,Hip,HdBoard,425,TA,TA,CBlock,TA,TA,No,BLQ,553,Unf,0,698,1251,TA,Y,1251,0,0,1251,1,0,1,0,3,1,TA,6,Typ,Gd,RFn,1,461,TA,Y,0,116,0,0,0,0,MnPrv,WD ,Normal,160000
20,RL,0,10368,IR1,CulDSac,1Fam,1Story,6,6,1964,Hip,HdBoard,112,TA,TA,CBlock,TA,TA,No,ALQ,260,LwQ,748,0,1008,Ex,Y,1488,0,0,1488,1,0,1,1,3,1,TA,7,Typ,Gd,Fin,2,430,TA,Y,154,60,0,0,0,0,NA,WD ,Normal,167000
60,RL,85,9350,Reg,Inside,1Fam,2Story,5,6,1964,Gable,HdBoard,0,TA,TA,CBlock,TA,TA,No,ALQ,360,Unf,0,360,720,Gd,Y,720,720,0,1440,0,0,1,1,4,1,TA,7,Typ,Po,Fin,2,480,TA,Y,0,32,240,0,0,0,NA,WD ,Normal,157500
190,RL,75,10382,Reg,Inside,2fmCon,SLvl,6,5,1958,Hip,HdBoard,105,TA,Fa,CBlock,TA,TA,Gd,ALQ,513,Unf,0,75,588,TA,Y,1095,0,0,1095,1,0,1,0,2,1,TA,6,Typ,NA,RFn,1,264,TA,Y,0,0,0,0,0,0,NA,ConLD,Normal,140000
20,RL,69,8973,Reg,Inside,1Fam,1Story,5,7,1958,Gable,Plywood,85,TA,TA,CBlock,TA,TA,No,Rec,567,BLQ,28,413,1008,TA,Y,1053,0,0,1053,0,1,1,1,3,1,Ex,6,Typ,NA,RFn,2,750,TA,Y,0,80,0,180,0,0,MnWw,WD ,Abnorml,150000
20,RL,80,10800,Reg,Inside,1Fam,1Story,5,7,1960,Hip,Wd Sdng,88,TA,TA,CBlock,TA,TA,No,ALQ,632,Unf,0,616,1248,Ex,Y,1248,0,0,1248,1,0,1,0,3,1,TA,6,Typ,NA,Unf,1,286,TA,Y,0,0,0,0,0,0,MnPrv,WD ,Normal,151500
30,RL,60,8550,Reg,Inside,1Fam,1Story,6,8,1934,Gable,MetalSd,0,TA,TA,CBlock,TA,TA,No,BLQ,574,Unf,0,242,816,Ex,Y,816,0,0,816,1,0,1,0,2,1,TA,4,Typ,Fa,Unf,1,240,TA,Y,228,0,40,0,0,0,MnPrv,WD ,Normal,129800
20,RL,0,11425,IR1,Corner,1Fam,1Story,5,6,1954,Gable,BrkFace,0,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,0,522,1008,Gd,Y,1008,0,0,1008,0,0,1,0,2,1,TA,4,Typ,Gd,RFn,1,275,TA,Y,0,0,120,0,0,0,NA,WD ,Normal,137000
20,RL,68,9724,Reg,Inside,1Fam,1Story,5,7,1947,Hip,BrkFace,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,938,938,Ex,Y,1043,0,0,1043,0,0,1,0,2,1,TA,5,Typ,Gd,Unf,1,273,TA,Y,125,48,0,0,0,0,GdWo,WD ,Normal,137000
50,RL,51,4712,IR1,Inside,1Fam,1.5Fin,4,7,1946,Gable,MetalSd,0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,363,747,TA,Y,774,456,0,1230,1,0,1,1,3,1,TA,5,Typ,NA,Unf,1,305,TA,Y,0,57,0,0,63,0,MnPrv,WD ,Abnorml,121600
30,RL,51,5900,IR1,Inside,1Fam,1Story,4,7,1923,Gable,Wd Sdng,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,440,440,TA,Y,869,0,0,869,0,0,1,0,2,1,Fa,4,Typ,NA,NA,0,0,NA,Y,0,0,0,0,0,0,NA,WD ,Normal,85500
30,RL,52,5825,IR1,Inside,1Fam,1Story,4,5,1926,Gable,MetalSd,108,TA,Gd,PConc,Fa,TA,Mn,Unf,0,Unf,0,600,600,Gd,Y,747,0,0,747,0,0,1,0,1,1,TA,5,Typ,NA,Unf,2,528,TA,Y,0,0,32,0,0,0,NA,WD ,Normal,79900
50,RL,92,7438,IR1,Inside,1Fam,1.5Fin,5,8,1908,Gable,AsbShng,0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,504,504,Gd,Y,936,316,0,1252,0,0,1,0,3,1,TA,5,Typ,NA,Unf,2,576,TA,Y,104,0,0,0,0,0,MnPrv,WD ,Normal,127000
20,RL,80,9600,Reg,Inside,1Fam,1Story,5,6,1961,Gable,WdShing,0,TA,TA,CBlock,TA,TA,Mn,BLQ,915,Unf,0,336,1251,TA,Y,1433,0,0,1433,1,0,1,0,3,1,TA,7,Min1,Gd,Unf,2,441,TA,Y,144,0,205,0,0,0,NA,WD ,Normal,161000
20,RL,89,10858,Reg,Corner,1Fam,1Story,5,6,1952,Gable,Wd Sdng,150,TA,Gd,CBlock,TA,TA,Mn,LwQ,40,Unf,0,1404,1444,Ex,Y,1624,0,0,1624,1,0,1,0,2,1,TA,6,Min1,Gd,RFn,1,240,TA,Y,0,40,324,0,0,0,MnPrv,WD ,Partial,146500
20,RL,80,9600,Reg,Inside,1Fam,1Story,5,5,1951,Gable,HdBoard,144,TA,TA,CBlock,TA,TA,No,ALQ,996,Unf,0,60,1056,Ex,Y,1216,0,0,1216,1,0,1,0,3,1,TA,7,Typ,NA,RFn,1,280,TA,Y,0,0,0,0,0,0,NA,WD ,Normal,135000
20,RL,89,10680,Reg,Inside,1Fam,1Story,5,3,1951,Hip,Wd Sdng,44,TA,TA,CBlock,TA,Fa,No,LwQ,756,Unf,0,1380,2136,TA,N,2136,0,0,2136,0,0,2,0,4,1,TA,7,Mod,NA,Unf,2,528,TA,Y,0,30,0,0,0,0,MnPrv,WD ,Normal,137900
50,RL,79,9490,Reg,Inside,1Fam,1.5Fin,6,7,1941,Gable,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,BLQ,403,Rec,165,238,806,TA,Y,958,620,0,1578,1,0,1,0,3,1,Fa,5,Typ,TA,Unf,1,240,TA,Y,0,0,32,0,0,0,MnPrv,WD ,Normal,133000
60,RL,79,9462,Reg,Inside,1Fam,2Story,5,6,1949,Gable,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,704,704,Gd,Y,1024,704,0,1728,0,0,1,1,3,1,TA,7,Min1,Gd,Unf,1,234,TA,Y,245,60,0,0,0,0,MnPrv,WD ,Normal,137000
20,RL,82,9888,Reg,Inside,1Fam,1Story,5,6,1954,Gable,MetalSd,0,TA,Gd,CBlock,TA,TA,No,BLQ,486,Unf,0,450,936,TA,Y,936,0,0,936,0,0,1,0,2,1,TA,5,Typ,NA,Unf,1,240,TA,Y,0,0,160,0,0,0,MnPrv,WD ,Normal,121000
90,RL,0,8917,IR1,Inside,Duplex,1Story,5,5,1967,Gable,Plywood,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1584,1584,TA,Y,1584,0,0,1584,0,0,2,0,4,2,TA,8,Typ,NA,Unf,2,506,TA,Y,0,0,0,0,0,0,NA,WD ,Normal,119000
80,RL,0,12700,IR1,Inside,1Fam,SLvl,6,5,1964,Gable,HdBoard,0,TA,TA,CBlock,TA,TA,No,ALQ,939,Unf,0,307,1246,TA,Y,1246,0,0,1246,1,0,1,0,3,1,TA,6,Typ,Gd,RFn,2,441,TA,Y,0,69,0,0,0,0,NA,WD ,Normal,172000
20,RL,85,8500,Reg,Inside,1Fam,1Story,5,3,1961,Hip,HdBoard,203,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,1235,TA,Y,1235,0,0,1235,0,0,1,0,2,1,TA,6,Typ,NA,Unf,2,480,TA,Y,0,0,0,0,0,0,GdWo,WD ,Abnorml,98600
60,RL,88,14200,Reg,Corner,1Fam,2Story,7,6,1966,Gable,MetalSd,309,TA,TA,CBlock,TA,TA,No,Rec,445,Unf,0,479,924,Ex,Y,1216,941,0,2157,0,0,2,1,4,1,Gd,8,Typ,Gd,Fin,2,487,TA,Y,105,66,0,0,0,0,GdPrv,WD ,Normal,226000
20,RL,75,9000,Reg,Inside,1Fam,1Story,5,5,1954,Gable,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,LwQ,812,Unf,0,124,936,TA,Y,1128,0,0,1128,0,0,1,0,2,1,TA,5,Min1,NA,Unf,1,286,TA,Y,0,0,0,0,0,0,GdWo,WD ,Family,118000
75,RL,174,25419,Reg,Corner,1Fam,2Story,8,4,1918,Gable,Stucco,0,Gd,Gd,PConc,TA,TA,No,GLQ,1036,LwQ,184,140,1360,Gd,Y,1360,1360,392,3112,1,1,2,0,4,1,Gd,8,Typ,Ex,Unf,2,795,TA,Y,0,16,552,0,0,512,GdPrv,WD ,Abnorml,235000
20,RL,109,9723,IR1,Corner,1Fam,1Story,6,7,1963,Hip,MetalSd,332,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1008,1008,TA,Y,1008,0,0,1008,0,0,1,0,2,1,TA,5,Typ,NA,RFn,2,430,TA,Y,0,0,0,0,0,0,NA,WD ,Normal,135000
90,RL,70,7728,Reg,Inside,Duplex,SLvl,5,6,1962,Hip,Wd Sdng,120,TA,TA,CBlock,TA,TA,Av,ALQ,803,Unf,0,303,1106,TA,Y,1190,0,0,1190,1,0,1,0,3,1,TA,6,Typ,NA,Unf,2,540,TA,Y,0,18,0,0,0,0,GdWo,WD ,Normal,132500
80,RL,70,8163,Reg,Inside,1Fam,SLvl,5,6,1959,Gable,HdBoard,128,TA,Gd,CBlock,TA,TA,Av,ALQ,748,BLQ,294,102,1144,TA,Y,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,TA,RFn,1,796,TA,Y,86,0,0,0,0,0,NA,WD ,Normal,143000
20,RL,70,8400,Reg,Corner,1Fam,1Story,5,5,1957,Gable,BrkFace,0,TA,TA,CBlock,Fa,TA,Mn,BLQ,623,Unf,0,556,1179,Gd,Y,1364,0,0,1364,0,0,1,1,3,1,TA,6,Typ,Gd,RFn,1,331,TA,Y,0,60,0,0,0,0,GdPrv,WD ,Normal,132000
20,RL,80,11600,Reg,Inside,1Fam,1Story,6,5,1960,Hip,Wd Sdng,175,TA,TA,CBlock,TA,TA,No,Rec,565,Unf,0,818,1383,TA,Y,1383,0,0,1383,0,0,1,1,3,1,TA,7,Typ,NA,RFn,1,292,TA,Y,0,45,0,0,0,0,NA,WD ,Normal,145250
20,RL,0,9610,IR1,Corner,1Fam,1Story,6,6,1958,Hip,Wd Sdng,632,TA,TA,CBlock,TA,TA,No,Rec,203,Unf,0,918,1121,Ex,Y,1336,0,0,1336,0,0,1,1,3,1,TA,7,Typ,TA,RFn,2,488,TA,Y,80,0,0,0,0,0,NA,WD ,Normal,162000
80,RL,125,10000,Reg,Corner,1Fam,SLvl,5,6,1956,Hip,Wd Sdng,272,TA,TA,CBlock,TA,TA,Av,BLQ,678,Rec,281,99,1058,Ex,Y,1370,0,0,1370,1,0,1,0,3,1,TA,6,Typ,TA,RFn,1,300,TA,Y,191,0,0,0,120,0,MnPrv,WD ,Normal,148000
20,RL,69,14850,IR1,Inside,1Fam,1Story,5,5,1957,Gable,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,Rec,895,Unf,0,197,1092,TA,Y,1092,0,0,1092,1,0,1,0,2,1,TA,6,Typ,TA,Fin,1,299,TA,Y,268,0,0,0,122,0,MnWw,WD ,Normal,141000
20,RL,72,10152,Reg,Inside,1Fam,1Story,6,6,1956,Gable,Wd Sdng,0,TA,TA,CBlock,TA,TA,Av,BLQ,914,Unf,0,210,1124,Ex,Y,1124,0,0,1124,1,0,1,0,3,1,TA,6,Typ,TA,Fin,1,353,TA,Y,0,211,180,0,142,0,NA,WD ,Normal,153000
20,RL,72,10011,IR1,Inside,1Fam,1Story,5,6,1957,Gable,HdBoard,64,TA,TA,CBlock,TA,TA,No,BLQ,360,Unf,0,710,1070,TA,Y,1236,0,0,1236,0,1,1,0,2,1,Gd,6,Min1,Fa,Unf,1,447,TA,Y,0,0,0,0,0,0,MnPrv,WD ,Normal,134450
90,RL,0,7032,IR1,Corner,Duplex,SFoyer,5,5,1979,Gable,MetalSd,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,943,Unf,0,0,943,TA,Y,943,0,0,943,1,0,1,0,2,1,TA,4,Typ,TA,Unf,2,600,TA,Y,42,0,0,0,0,0,NA,WD ,Normal,135960
20,RL,70,8092,Reg,Inside,1Fam,1Story,6,8,1954,Hip,Wd Sdng,176,TA,Gd,CBlock,TA,TA,No,ALQ,824,Unf,0,226,1050,Ex,Y,1050,0,0,1050,1,0,1,0,3,1,Gd,6,Typ,NA,RFn,1,286,TA,Y,0,0,0,0,0,0,NA,WD ,Abnorml,156000
20,RL,75,11310,Reg,Inside,1Fam,1Story,6,5,1954,Hip,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1367,1367,Ex,Y,1375,0,0,1375,0,0,1,0,2,1,TA,5,Typ,TA,Unf,2,451,TA,Y,0,30,0,0,0,0,NA,WD ,Normal,140000
20,RL,66,12778,Reg,Inside,1Fam,1Story,5,6,1952,Gable,MetalSd,0,TA,TA,CBlock,TA,TA,No,GLQ,658,Unf,0,350,1008,Ex,Y,1008,0,0,1008,1,0,1,0,2,1,TA,4,Typ,NA,RFn,1,280,TA,Y,0,154,0,0,0,0,MnPrv,WD ,Normal,139500
20,RL,75,10170,Reg,Corner,1Fam,1Story,6,6,1951,Hip,Wd Sdng,522,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,216,216,TA,Y,1575,0,0,1575,0,0,1,1,2,1,Gd,5,Typ,Gd,Unf,2,400,TA,Y,0,0,0,0,0,0,NA,WD ,Normal,155000
80,RL,55,7700,Reg,Inside,1Fam,SLvl,5,7,1956,Gable,VinylSd,0,TA,TA,CBlock,Gd,TA,No,BLQ,271,Unf,0,30,301,Ex,Y,1145,0,0,1145,0,0,1,0,3,1,TA,6,Min2,NA,Unf,2,684,TA,Y,0,0,0,0,0,0,GdWo,WD ,Normal,127000
20,RL,65,11050,Reg,Inside,1Fam,1Story,5,5,1956,Hip,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,LwQ,488,Unf,0,517,1005,Ex,Y,1005,0,0,1005,0,0,1,0,2,1,TA,6,Typ,TA,Unf,1,319,TA,Y,0,0,0,0,288,0,NA,WD ,Normal,133500
20,RL,80,13600,Reg,Inside,1Fam,1Story,5,6,1955,Gable,HdBoard,0,TA,TA,CBlock,TA,TA,No,Rec,144,BLQ,912,0,1056,Gd,Y,1056,0,0,1056,1,0,1,1,3,1,TA,6,Typ,NA,Fin,1,300,TA,Y,0,0,0,0,0,0,MnPrv,WD ,Normal,125000
20,RL,85,15428,Reg,Inside,1Fam,1Story,5,6,1951,Hip,MetalSd,0,TA,TA,CBlock,TA,TA,No,Rec,741,Unf,0,143,884,Ex,Y,884,0,0,884,1,0,1,0,2,1,TA,4,Typ,NA,Fin,1,270,TA,Y,0,0,0,0,195,0,NA,WD ,Normal,142000
30,RL,118,21299,Reg,Inside,1Fam,1Story,7,5,1941,Hip,BrkFace,0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,929,929,Ex,Y,2039,0,0,2039,1,0,1,1,3,1,TA,7,Min1,Gd,Unf,3,791,TA,Y,0,0,90,0,0,0,NA,COD,Abnorml,167000
20,RL,70,13300,Reg,Inside,1Fam,1Story,5,5,1956,Hip,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,Rec,494,Unf,0,521,1015,Gd,Y,1384,0,0,1384,1,0,1,0,2,1,TA,6,Min1,NA,Unf,2,896,TA,Y,75,0,0,323,0,0,NA,WD ,Normal,159000
190,RL,94,22136,Reg,Inside,2fmCon,1.5Fin,5,5,1925,Gable,MetalSd,0,TA,Fa,CBlock,TA,TA,Mn,GLQ,1018,Unf,0,1153,2171,TA,Y,1392,1248,0,2640,2,0,2,1,5,1,TA,10,Maj1,Gd,RFn,3,1008,TA,N,631,48,148,0,0,0,NA,WD ,Normal,180000
50,RL,50,7500,Reg,Inside,1Fam,1.5Fin,6,6,1947,Gable,VinylSd,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,784,784,Ex,Y,900,412,0,1312,0,0,1,1,3,1,TA,6,Typ,NA,Unf,2,649,TA,Y,0,28,0,0,0,0,NA,WD ,Normal,127000
50,RL,50,7000,Reg,Corner,1Fam,1.5Fin,6,6,1924,Gable,MetalSd,0,TA,Gd,BrkTil,Fa,TA,No,LwQ,617,Unf,0,0,617,Gd,Y,865,445,0,1310,0,0,2,0,2,1,TA,6,Min1,NA,Unf,1,398,TA,Y,0,0,126,0,0,0,NA,COD,Normal,112000
30,RL,60,10410,Reg,Inside,1Fam,1Story,3,8,1930,Gable,VinylSd,0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,713,713,Ex,Y,713,0,0,713,0,0,1,0,2,1,Gd,5,Typ,NA,Unf,1,371,Fa,N,0,75,161,0,0,0,NA,WD ,Normal,99800
20,RL,90,5400,Reg,Inside,1Fam,1Story,5,7,1954,Gable,MetalSd,0,TA,Gd,CBlock,TA,TA,No,Rec,415,Unf,0,418,833,Ex,Y,833,0,0,833,0,0,1,0,2,1,Gd,4,Typ,NA,Unf,1,326,TA,Y,0,0,0,0,0,0,MnPrv,WD ,Normal,117000
30,RL,60,5400,Reg,Corner,1Fam,1Story,5,6,1921,Gable,MetalSd,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1073,1073,Ex,Y,1073,0,0,1073,0,0,1,0,2,1,TA,4,Typ,NA,Unf,1,326,TA,Y,0,0,112,0,0,0,NA,WD ,Abnorml,108480
30,RL,60,10914,Reg,Inside,1Fam,1Story,3,3,1929,Hip,Wd Sdng,0,TA,Fa,CBlock,TA,TA,Mn,Unf,0,Unf,0,715,715,Fa,N,715,0,0,715,0,0,1,0,2,1,TA,4,Typ,NA,Unf,2,660,Fa,N,0,0,75,0,112,0,NA,WD ,Normal,68000
50,RL,60,7008,Reg,Corner,1Fam,1.5Fin,4,8,1900,Gable,MetalSd,0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,0,448,448,Ex,Y,448,272,0,720,0,0,1,0,1,1,Fa,5,Typ,NA,Unf,1,280,Fa,Y,0,0,70,0,0,0,NA,WD ,Normal,86900
